label,contrast_0,contrast_45,contrast_90,contrast_135,homogeneity_0,homogeneity_45,homogeneity_90,homogeneity_135,dissimilarity_0,dissimilarity_45,dissimilarity_90,dissimilarity_135,asm_0,asm_45,asm_90,asm_135,energy_0,energy_45,energy_90,energy_135,correlation_0,correlation_45,correlation_90,correlation_135
0,1076.187070706994,1076.187070706994,1639.2689521476082,1215.475050504981,0.686900273769463,0.686900273769463,0.6747873017897572,0.6858945266638177,12.143030303029743,12.143030303029743,15.890725436178647,12.957474747474114,0.4525945770838637,0.4525945770838637,0.437036606054552,0.4479877512497628,0.6727514972735948,0.6727514972735948,0.661087442063871,0.6693188711292718,0.914215241930176,0.914215241930176,0.8696300725130294,0.9031325984449312
0,521.1724242424388,521.1724242424388,821.7690031629104,593.0789898990059,0.5507970440036724,0.5507970440036724,0.5063984418599291,0.6093907176948161,6.367777777777986,6.367777777777986,8.473625140291537,6.360808080808269,0.08018396082033946,0.08018396082033946,0.0773747019831849,0.08022193143558264,0.2831677255979916,0.2831677255979916,0.27816308522732647,0.283234763818961,0.9579226239189461,0.9579226239189461,0.9336173152273327,0.952109001073636
0,2315.2682828281368,2315.2682828281368,2817.242730333347,1906.345454545326,0.5630227762189903,0.5630227762189903,0.5540376766015489,0.5700471261883318,18.43353535353422,18.43353535353422,20.897459442911376,15.524646464645592,0.2873092235484908,0.2873092235484908,0.278423501883955,0.2889378991938504,0.5360123352577726,0.5360123352577726,0.5276585087762302,0.5375294403042966,0.8133115659714479,0.8133115659714479,0.7735728097809715,0.8468236312384211
0,313.2179797979759,313.2179797979759,374.248750127522,179.02808080807702,0.5488644946486569,0.5488644946486569,0.5285844619602453,0.5992523461422654,6.129696969696912,6.129696969696912,7.180695847362224,4.432121212121173,0.16892707886950467,0.16892707886950467,0.16525556357453827,0.17036249872462086,0.41100739515184476,0.41100739515184476,0.40651637553060305,0.4127499227433251,0.943873921535986,0.943873921535986,0.9329195808954032,0.9679096189592096
0,247.74969696969407,247.74969696969407,277.0276502397624,131.4773737373721,0.5757687401059485,0.5757687401059485,0.560355034648805,0.6336912018213523,5.515353535353457,5.515353535353457,5.944699520456871,3.5791919191918784,0.20107821650851973,0.20107821650851973,0.19852707903710706,0.20274236302418164,0.4484174578543076,0.4484174578543076,0.4455637766213801,0.45026921172136747,0.9532752881420304,0.9532752881420304,0.9477792133419228,0.9751987201251453
0,326.66636363636565,326.66636363636565,403.00755024996016,224.0109090909072,0.5317739478251848,0.5317739478251848,0.5121046295352265,0.6016707295649486,6.114040404040498,6.114040404040498,7.028364452606672,4.1898989898989765,0.1506451433527216,0.1506451433527216,0.14676203995476203,0.152081455973882,0.38813031748720894,0.38813031748720894,0.3830953405547528,0.3899762248828536,0.9535053631286067,0.9535053631286067,0.9425829033226747,0.9681489444085714
0,221.86949494949351,221.86949494949351,269.7930823385307,124.93979797979722,0.6037661889820697,0.6037661889820697,0.5892837489215073,0.6601471541853507,4.9309090909090685,4.9309090909090685,5.621263136414494,3.148484848484838,0.23941220283644693,0.23941220283644693,0.23553360376751595,0.24198718498112579,0.4892976628152304,0.4892976628152304,0.48531804393357963,0.49192192976236154,0.9746669772852797,0.9746669772852797,0.9691997517495262,0.9857479041897996
0,478.37080808080646,478.37080808080646,586.3743495561487,333.74909090909,0.5566267613696946,0.5566267613696946,0.5321187220462392,0.6009832021720048,7.464747474747454,7.464747474747454,8.581267217630584,5.288888888888848,0.18477155392307157,0.18477155392307157,0.17756036171751494,0.18528750637690153,0.4298506181489932,0.4298506181489932,0.4213791187487996,0.4304503529756963,0.9339714842398746,0.9339714842398746,0.9189502303288188,0.9538778574545802
0,289.1014141414163,289.1014141414163,565.8868482807821,656.9939393939451,0.7816231344141299,0.7816231344141299,0.6841375016394038,0.667165794485223,2.65939393939398,2.65939393939398,4.268441995714681,4.1434343434344,0.10563616467707959,0.10563616467707959,0.10133920398024088,0.10055941230487159,0.32501717597240853,0.32501717597240853,0.31833819120589485,0.3171110409696761,0.9851214428174204,0.9851214428174204,0.9708589450472968,0.966173849315974
0,570.7623232323328,570.7623232323328,749.2685440261072,649.5003030303113,0.7565980510836158,0.7565980510836158,0.667106207906872,0.6848703404837297,3.934242424242502,3.934242424242502,5.126721763085345,4.216262626262696,0.10513204264871714,0.10513204264871714,0.10183751439899559,0.10193861340680195,0.324240717135768,0.324240717135768,0.319119905989889,0.31927826954993654,0.973059001906198,0.973059001906198,0.964599052583349,0.9692718185731882
